well,Number,BioRep,OD,Species,Strain,Batch,Protocol,BatchN,Step
B3,3,A,0.172,Gardnerella swidsinskii,C0102A2,1B2,1,2,Overnight 1
C3,3,A,0.161,Gardnerella swidsinskii,C0102A2,1B2,1,2,Overnight 1
D3,3,A,0.159,Gardnerella swidsinskii,C0102A2,1B2,1,2,Overnight 1
E3,3,B,0.108,Gardnerella swidsinskii,C0102A2,1B2,1,2,Overnight 1
F3,3,B,0.106,Gardnerella swidsinskii,C0102A2,1B2,1,2,Overnight 1
G3,3,B,0.107,Gardnerella swidsinskii,C0102A2,1B2,1,2,Overnight 1
H3,3,B,0.164,Gardnerella swidsinskii,C0102A2,1B2,1,2,Overnight 1
A4,4,A,0.312,Gardnerella sp. 3,JCP8017B,1B2,1,2,Overnight 1
B4,4,A,0.315,Gardnerella sp. 3,JCP8017B,1B2,1,2,Overnight 1
C4,4,A,0.312,Gardnerella sp. 3,JCP8017B,1B2,1,2,Overnight 1
D4,4,A,0.309,Gardnerella sp. 3,JCP8017B,1B2,1,2,Overnight 1
E4,4,B,0.312,Gardnerella sp. 3,JCP8017B,1B2,1,2,Overnight 1
F4,4,B,0.342,Gardnerella sp. 3,JCP8017B,1B2,1,2,Overnight 1
G4,4,B,0.315,Gardnerella sp. 3,JCP8017B,1B2,1,2,Overnight 1
H4,4,B,0.314,Gardnerella sp. 3,JCP8017B,1B2,1,2,Overnight 1
A5,5,A,0.324,Gardnerella swidsinskii,UM224,1B2,1,2,Overnight 1
B5,5,A,0.332,Gardnerella swidsinskii,UM224,1B2,1,2,Overnight 1
C5,5,A,0.328,Gardnerella swidsinskii,UM224,1B2,1,2,Overnight 1
D5,5,A,0.331,Gardnerella swidsinskii,UM224,1B2,1,2,Overnight 1
E5,5,B,0.343,Gardnerella swidsinskii,UM224,1B2,1,2,Overnight 1
F5,5,B,0.35,Gardnerella swidsinskii,UM224,1B2,1,2,Overnight 1
G5,5,B,0.351,Gardnerella swidsinskii,UM224,1B2,1,2,Overnight 1
H5,5,B,0.356,Gardnerella swidsinskii,UM224,1B2,1,2,Overnight 1
A6,6,A,0.207,Gardnerella sp. 2,JCP7275,1B2,1,2,Overnight 1
B6,6,A,0.207,Gardnerella sp. 2,JCP7275,1B2,1,2,Overnight 1
C6,6,A,0.207,Gardnerella sp. 2,JCP7275,1B2,1,2,Overnight 1
D6,6,A,0.206,Gardnerella sp. 2,JCP7275,1B2,1,2,Overnight 1
E6,6,B,0.215,Gardnerella sp. 2,JCP7275,1B2,1,2,Overnight 1
F6,6,B,0.22,Gardnerella sp. 2,JCP7275,1B2,1,2,Overnight 1
G6,6,B,0.218,Gardnerella sp. 2,JCP7275,1B2,1,2,Overnight 1
H6,6,B,0.222,Gardnerella sp. 2,JCP7275,1B2,1,2,Overnight 1
A7,7,A,0.304,Gardnerella sp. 2,JCP8108,1B2,1,2,Overnight 1
B7,7,A,0.306,Gardnerella sp. 2,JCP8108,1B2,1,2,Overnight 1
C7,7,A,0.297,Gardnerella sp. 2,JCP8108,1B2,1,2,Overnight 1
D7,7,A,0.301,Gardnerella sp. 2,JCP8108,1B2,1,2,Overnight 1
E7,7,B,0.219,Gardnerella sp. 2,JCP8108,1B2,1,2,Overnight 1
F7,7,B,0.217,Gardnerella sp. 2,JCP8108,1B2,1,2,Overnight 1
G7,7,B,0.22,Gardnerella sp. 2,JCP8108,1B2,1,2,Overnight 1
H7,7,B,0.22,Gardnerella sp. 2,JCP8108,1B2,1,2,Overnight 1
A12,Blank,NA,0.054,NA,NA,NA,NA,NA,Overnight 1
B12,Blank,NA,0.053,NA,NA,NA,NA,NA,Overnight 1
D12,Blank,NA,0.053,NA,NA,NA,NA,NA,Overnight 1
A8,1,A,0.435,Gardnerella leopoldii,AMD,2A2,2,2,Overnight 1
B8,1,A,0.441,Gardnerella leopoldii,AMD,2A2,2,2,Overnight 1
C8,1,A,0.435,Gardnerella leopoldii,AMD,2A2,2,2,Overnight 1
D8,1,A,0.435,Gardnerella leopoldii,AMD,2A2,2,2,Overnight 1
E8,1,B,0.418,Gardnerella leopoldii,AMD,2A2,2,2,Overnight 1
F8,1,B,0.419,Gardnerella leopoldii,AMD,2A2,2,2,Overnight 1
G8,1,B,0.419,Gardnerella leopoldii,AMD,2A2,2,2,Overnight 1
H8,1,B,0.42,Gardnerella leopoldii,AMD,2A2,2,2,Overnight 1
A9,2,A,0.458,Gardnerella leopoldii,C0096A1,2A2,2,2,Overnight 1
B9,2,A,0.495,Gardnerella leopoldii,C0096A1,2A2,2,2,Overnight 1
C9,2,A,0.497,Gardnerella leopoldii,C0096A1,2A2,2,2,Overnight 1
D9,2,A,0.474,Gardnerella leopoldii,C0096A1,2A2,2,2,Overnight 1
E9,2,B,0.459,Gardnerella leopoldii,C0096A1,2A2,2,2,Overnight 1
F9,2,B,0.454,Gardnerella leopoldii,C0096A1,2A2,2,2,Overnight 1
G9,2,B,0.452,Gardnerella leopoldii,C0096A1,2A2,2,2,Overnight 1
H9,2,B,0.45,Gardnerella leopoldii,C0096A1,2A2,2,2,Overnight 1
A10,3,A,0.093,Gardnerella sp. 12,CMW7778B,2A2,2,2,Overnight 1
B10,3,A,0.095,Gardnerella sp. 12,CMW7778B,2A2,2,2,Overnight 1
C10,3,A,0.096,Gardnerella sp. 12,CMW7778B,2A2,2,2,Overnight 1
D10,3,A,0.094,Gardnerella sp. 12,CMW7778B,2A2,2,2,Overnight 1
E10,3,B,0.108,Gardnerella sp. 12,CMW7778B,2A2,2,2,Overnight 1
F10,3,B,0.113,Gardnerella sp. 12,CMW7778B,2A2,2,2,Overnight 1
G10,3,B,0.11,Gardnerella sp. 12,CMW7778B,2A2,2,2,Overnight 1
H10,3,B,0.112,Gardnerella sp. 12,CMW7778B,2A2,2,2,Overnight 1
A1,1,A,0.3093,Gardnerella sp. 10,C0100B2,1B3,1,NA,Overnight 1
B1,1,A,0.3068,Gardnerella sp. 10,C0100B2,1B3,1,NA,Overnight 1
C1,1,A,0.3057,Gardnerella sp. 10,C0100B2,1B3,1,NA,Overnight 1
D1,1,A,0.3032,Gardnerella sp. 10,C0100B2,1B3,1,NA,Overnight 1
E1,1,B,0.0769,Gardnerella sp. 10,C0100B2,1B3,1,NA,Overnight 1
F1,1,B,0.0788,Gardnerella sp. 10,C0100B2,1B3,1,NA,Overnight 1
G1,1,B,0.0776,Gardnerella sp. 10,C0100B2,1B3,1,NA,Overnight 1
H1,1,B,0.0773,Gardnerella sp. 10,C0100B2,1B3,1,NA,Overnight 1
A2,2,A,0.2753,Gardnerella sp. 7,C0179B4,1B3,1,NA,Overnight 1
B2,2,A,0.2758,Gardnerella sp. 7,C0179B4,1B3,1,NA,Overnight 1
C2,2,A,0.2728,Gardnerella sp. 7,C0179B4,1B3,1,NA,Overnight 1
D2,2,A,0.2733,Gardnerella sp. 7,C0179B4,1B3,1,NA,Overnight 1
E2,2,B,0.3898,Gardnerella sp. 7,C0179B4,1B3,1,NA,Overnight 1
F2,2,B,0.3898,Gardnerella sp. 7,C0179B4,1B3,1,NA,Overnight 1
G2,2,B,0.3902,Gardnerella sp. 7,C0179B4,1B3,1,NA,Overnight 1
H2,2,B,0.3903,Gardnerella sp. 7,C0179B4,1B3,1,NA,Overnight 1
A3,3,A,0.1672,Gardnerella sp. 2,JCP7275,1B3,1,NA,Overnight 1
B3,3,A,0.1667,Gardnerella sp. 2,JCP7275,1B3,1,NA,Overnight 1
C3,3,A,0.1662,Gardnerella sp. 2,JCP7275,1B3,1,NA,Overnight 1
D3,3,A,0.1657,Gardnerella sp. 2,JCP7275,1B3,1,NA,Overnight 1
E3,3,B,0.1728,Gardnerella sp. 2,JCP7275,1B3,1,NA,Overnight 1
F3,3,B,0.1733,Gardnerella sp. 2,JCP7275,1B3,1,NA,Overnight 1
G3,3,B,0.1746,Gardnerella sp. 2,JCP7275,1B3,1,NA,Overnight 1
H3,3,B,0.1745,Gardnerella sp. 2,JCP7275,1B3,1,NA,Overnight 1
A4,4,A,0.1938,Gardnerella swidsinskii,C0102A2,1B3,1,NA,Overnight 1
B4,4,A,0.1933,Gardnerella swidsinskii,C0102A2,1B3,1,NA,Overnight 1
C4,4,A,0.1959,Gardnerella swidsinskii,C0102A2,1B3,1,NA,Overnight 1
D4,4,A,0.1942,Gardnerella swidsinskii,C0102A2,1B3,1,NA,Overnight 1
E4,4,B,0.291,Gardnerella swidsinskii,C0102A2,1B3,1,NA,Overnight 1
F4,4,B,0.2943,Gardnerella swidsinskii,C0102A2,1B3,1,NA,Overnight 1
G4,4,B,0.2945,Gardnerella swidsinskii,C0102A2,1B3,1,NA,Overnight 1
H4,4,B,0.2855,Gardnerella swidsinskii,C0102A2,1B3,1,NA,Overnight 1
A12,Blank,NA,0.0528,NA,NA,NA,NA,NA,Overnight 1
B12,Blank,NA,0.0523,NA,NA,NA,NA,NA,Overnight 1
C12,Blank,NA,0.0515,NA,NA,NA,NA,NA,Overnight 1
D12,Blank,NA,0.0513,NA,NA,NA,NA,NA,Overnight 1
A1,1,A,0.381,Gardnerella sp. 10,C0100B2,1B4,1,NA,Overnight 1
B1,1,A,0.383,Gardnerella sp. 10,C0100B2,1B4,1,NA,Overnight 1
C1,1,A,0.381,Gardnerella sp. 10,C0100B2,1B4,1,NA,Overnight 1
D1,1,A,0.377,Gardnerella sp. 10,C0100B2,1B4,1,NA,Overnight 1
E1,1,B,0.249,Gardnerella sp. 10,C0100B2,1B4,1,NA,Overnight 1
F1,1,B,0.258,Gardnerella sp. 10,C0100B2,1B4,1,NA,Overnight 1
G1,1,B,0.25,Gardnerella sp. 10,C0100B2,1B4,1,NA,Overnight 1
H1,1,B,0.252,Gardnerella sp. 10,C0100B2,1B4,1,NA,Overnight 1
A2,2,A,0.275,Gardnerella sp. 7,C0179B4,1B4,1,NA,Overnight 1
B2,2,A,0.317,Gardnerella sp. 7,C0179B4,1B4,1,NA,Overnight 1
C2,2,A,0.321,Gardnerella sp. 7,C0179B4,1B4,1,NA,Overnight 1
D2,2,A,0.305,Gardnerella sp. 7,C0179B4,1B4,1,NA,Overnight 1
E2,2,B,0.434,Gardnerella sp. 7,C0179B4,1B4,1,NA,Overnight 1
F2,2,B,0.43,Gardnerella sp. 7,C0179B4,1B4,1,NA,Overnight 1
G2,2,B,0.427,Gardnerella sp. 7,C0179B4,1B4,1,NA,Overnight 1
H2,2,B,0.426,Gardnerella sp. 7,C0179B4,1B4,1,NA,Overnight 1
A3,3,A,0.19,Gardnerella sp. 2,JCP7275,1B4,1,NA,Overnight 1
B3,3,A,0.187,Gardnerella sp. 2,JCP7275,1B4,1,NA,Overnight 1
C3,3,A,0.183,Gardnerella sp. 2,JCP7275,1B4,1,NA,Overnight 1
D3,3,A,0.188,Gardnerella sp. 2,JCP7275,1B4,1,NA,Overnight 1
E3,3,B,0.171,Gardnerella sp. 2,JCP7275,1B4,1,NA,Overnight 1
F3,3,B,0.173,Gardnerella sp. 2,JCP7275,1B4,1,NA,Overnight 1
G3,3,B,0.171,Gardnerella sp. 2,JCP7275,1B4,1,NA,Overnight 1
H3,3,B,0.174,Gardnerella sp. 2,JCP7275,1B4,1,NA,Overnight 1
A4,4,A,0.164,Gardnerella sp. 2,JCP7275,1B4,1,NA,Overnight 1
B4,4,A,0.16,Gardnerella sp. 2,JCP7275,1B4,1,NA,Overnight 1
C4,4,A,0.157,Gardnerella sp. 2,JCP7275,1B4,1,NA,Overnight 1
D4,4,A,0.159,Gardnerella sp. 2,JCP7275,1B4,1,NA,Overnight 1
E4,4,B,0.187,Gardnerella sp. 2,JCP7275,1B4,1,NA,Overnight 1
F4,4,B,0.187,Gardnerella sp. 2,JCP7275,1B4,1,NA,Overnight 1
G4,4,B,0.188,Gardnerella sp. 2,JCP7275,1B4,1,NA,Overnight 1
H4,4,B,0.187,Gardnerella sp. 2,JCP7275,1B4,1,NA,Overnight 1
A12,Blank,NA,0.085,NA,NA,NA,NA,NA,Overnight 1
B12,Blank,NA,0.054,NA,NA,NA,NA,NA,Overnight 1
C12,Blank,NA,0.053,NA,NA,NA,NA,NA,Overnight 1
A2,1,A,0.546,Gardnerella vaginalis,C0011E4,1A1,1,1,Overnight 2
B2,1,A,0.544,Gardnerella vaginalis,C0011E4,1A1,1,1,Overnight 2
C2,1,A,0.558,Gardnerella vaginalis,C0011E4,1A1,1,1,Overnight 2
D2,1,A,0.54,Gardnerella vaginalis,C0011E4,1A1,1,1,Overnight 2
E2,1,B,0.558,Gardnerella vaginalis,C0011E4,1A1,1,1,Overnight 2
F2,1,B,0.566,Gardnerella vaginalis,C0011E4,1A1,1,1,Overnight 2
G2,1,B,0.57,Gardnerella vaginalis,C0011E4,1A1,1,1,Overnight 2
H2,1,B,0.568,Gardnerella vaginalis,C0011E4,1A1,1,1,Overnight 2
A3,2,A,0.577,Gardnerella sp. 3,C0040C2,1A1,1,1,Overnight 2
B3,2,A,0.585,Gardnerella sp. 3,C0040C2,1A1,1,1,Overnight 2
C3,2,A,0.598,Gardnerella sp. 3,C0040C2,1A1,1,1,Overnight 2
D3,2,A,0.62,Gardnerella sp. 3,C0040C2,1A1,1,1,Overnight 2
E3,2,B,0.55,Gardnerella sp. 3,C0040C2,1A1,1,1,Overnight 2
F3,2,B,0.572,Gardnerella sp. 3,C0040C2,1A1,1,1,Overnight 2
G3,2,B,0.584,Gardnerella sp. 3,C0040C2,1A1,1,1,Overnight 2
H3,2,B,0.634,Gardnerella sp. 3,C0040C2,1A1,1,1,Overnight 2
A4,3,A,0.305,Gardnerella vaginalis,14018,1A1,1,1,Overnight 2
B4,3,A,0.291,Gardnerella vaginalis,14018,1A1,1,1,Overnight 2
C4,3,A,0.292,Gardnerella vaginalis,14018,1A1,1,1,Overnight 2
D4,3,A,0.29,Gardnerella vaginalis,14018,1A1,1,1,Overnight 2
E4,3,B,0.304,Gardnerella vaginalis,14018,1A1,1,1,Overnight 2
F4,3,B,0.332,Gardnerella vaginalis,14018,1A1,1,1,Overnight 2
G4,3,B,0.312,Gardnerella vaginalis,14018,1A1,1,1,Overnight 2
H4,3,B,0.31,Gardnerella vaginalis,14018,1A1,1,1,Overnight 2
A5,4,A,0.46,Gardnerella sp. 8,C0056B5,1A1,1,1,Overnight 2
B5,4,A,0.468,Gardnerella sp. 8,C0056B5,1A1,1,1,Overnight 2
C5,4,A,0.466,Gardnerella sp. 8,C0056B5,1A1,1,1,Overnight 2
D5,4,A,0.461,Gardnerella sp. 8,C0056B5,1A1,1,1,Overnight 2
E5,4,B,0.485,Gardnerella sp. 8,C0056B5,1A1,1,1,Overnight 2
F5,4,B,0.49,Gardnerella sp. 8,C0056B5,1A1,1,1,Overnight 2
G5,4,B,0.488,Gardnerella sp. 8,C0056B5,1A1,1,1,Overnight 2
H5,4,B,0.491,Gardnerella sp. 8,C0056B5,1A1,1,1,Overnight 2
A6,5,A,0.345,Gardnerella swidsinskii,Gv5-1,1A1,1,1,Overnight 2
B6,5,A,0.328,Gardnerella swidsinskii,Gv5-1,1A1,1,1,Overnight 2
C6,5,A,0.327,Gardnerella swidsinskii,Gv5-1,1A1,1,1,Overnight 2
D6,5,A,0.327,Gardnerella swidsinskii,Gv5-1,1A1,1,1,Overnight 2
E6,5,B,0.373,Gardnerella swidsinskii,Gv5-1,1A1,1,1,Overnight 2
F6,5,B,0.38,Gardnerella swidsinskii,Gv5-1,1A1,1,1,Overnight 2
G6,5,B,0.378,Gardnerella swidsinskii,Gv5-1,1A1,1,1,Overnight 2
H6,5,B,0.375,Gardnerella swidsinskii,Gv5-1,1A1,1,1,Overnight 2
A7,6,A,0.368,Gardnerella vaginalis,315-A,1A1,1,1,Overnight 2
B7,6,A,0.368,Gardnerella vaginalis,315-A,1A1,1,1,Overnight 2
C7,6,A,0.369,Gardnerella vaginalis,315-A,1A1,1,1,Overnight 2
D7,6,A,0.367,Gardnerella vaginalis,315-A,1A1,1,1,Overnight 2
E7,6,B,0.432,Gardnerella vaginalis,315-A,1A1,1,1,Overnight 2
F7,6,B,0.393,Gardnerella vaginalis,315-A,1A1,1,1,Overnight 2
G7,6,B,0.393,Gardnerella vaginalis,315-A,1A1,1,1,Overnight 2
H7,6,B,0.396,Gardnerella vaginalis,315-A,1A1,1,1,Overnight 2
A8,7,A,0.307,Gardnerella piotii,JCP8066,1A1,1,1,Overnight 2
B8,7,A,0.31,Gardnerella piotii,JCP8066,1A1,1,1,Overnight 2
C8,7,A,0.312,Gardnerella piotii,JCP8066,1A1,1,1,Overnight 2
D8,7,A,0.314,Gardnerella piotii,JCP8066,1A1,1,1,Overnight 2
E8,7,B,0.346,Gardnerella piotii,JCP8066,1A1,1,1,Overnight 2
F8,7,B,0.349,Gardnerella piotii,JCP8066,1A1,1,1,Overnight 2
G8,7,B,0.343,Gardnerella piotii,JCP8066,1A1,1,1,Overnight 2
H8,7,B,0.346,Gardnerella piotii,JCP8066,1A1,1,1,Overnight 2
A9,8,A,0.398,Gardnerella sp. 8,Gv101,1A1,1,1,Overnight 2
B9,8,A,0.419,Gardnerella sp. 8,Gv101,1A1,1,1,Overnight 2
C9,8,A,0.403,Gardnerella sp. 8,Gv101,1A1,1,1,Overnight 2
E9,8,B,0.396,Gardnerella sp. 8,Gv101,1A1,1,1,Overnight 2
F9,8,B,0.399,Gardnerella sp. 8,Gv101,1A1,1,1,Overnight 2
G9,8,B,0.405,Gardnerella sp. 8,Gv101,1A1,1,1,Overnight 2
H9,8,B,0.405,Gardnerella sp. 8,Gv101,1A1,1,1,Overnight 2
A12,Blank,NA,0.048,NA,NA,NA,NA,NA,Overnight 2
B12,Blank,NA,0.048,NA,NA,NA,NA,NA,Overnight 2
C12,Blank,NA,0.048,NA,NA,NA,NA,NA,Overnight 2
D12,Blank,NA,0.047,NA,NA,NA,NA,NA,Overnight 2
A2,1,A,0.892,Gardnerella vaginalis,C0011E4,1A2,1,2,Overnight 2
B2,1,A,0.883,Gardnerella vaginalis,C0011E4,1A2,1,2,Overnight 2
C2,1,A,0.899,Gardnerella vaginalis,C0011E4,1A2,1,2,Overnight 2
D2,1,A,0.897,Gardnerella vaginalis,C0011E4,1A2,1,2,Overnight 2
E2,1,B,0.492,Gardnerella vaginalis,C0011E4,1A2,1,2,Overnight 2
F2,1,B,0.489,Gardnerella vaginalis,C0011E4,1A2,1,2,Overnight 2
G2,1,B,0.479,Gardnerella vaginalis,C0011E4,1A2,1,2,Overnight 2
H2,1,B,0.49,Gardnerella vaginalis,C0011E4,1A2,1,2,Overnight 2
A3,2,A,0.411,Gardnerella sp. 3,C0040C2,1A2,1,2,Overnight 2
B3,2,A,0.413,Gardnerella sp. 3,C0040C2,1A2,1,2,Overnight 2
C3,2,A,0.409,Gardnerella sp. 3,C0040C2,1A2,1,2,Overnight 2
D3,2,A,0.402,Gardnerella sp. 3,C0040C2,1A2,1,2,Overnight 2
E3,2,B,0.474,Gardnerella sp. 3,C0040C2,1A2,1,2,Overnight 2
F3,2,B,0.479,Gardnerella sp. 3,C0040C2,1A2,1,2,Overnight 2
G3,2,B,0.473,Gardnerella sp. 3,C0040C2,1A2,1,2,Overnight 2
H3,2,B,0.513,Gardnerella sp. 3,C0040C2,1A2,1,2,Overnight 2
A4,3,A,0.783,Gardnerella vaginalis,14018,1A2,1,2,Overnight 2
B4,3,A,0.78,Gardnerella vaginalis,14018,1A2,1,2,Overnight 2
C4,3,A,0.786,Gardnerella vaginalis,14018,1A2,1,2,Overnight 2
D4,3,A,0.783,Gardnerella vaginalis,14018,1A2,1,2,Overnight 2
E4,3,B,0.761,Gardnerella vaginalis,14018,1A2,1,2,Overnight 2
F4,3,B,0.769,Gardnerella vaginalis,14018,1A2,1,2,Overnight 2
G4,3,B,0.76,Gardnerella vaginalis,14018,1A2,1,2,Overnight 2
H4,3,B,0.765,Gardnerella vaginalis,14018,1A2,1,2,Overnight 2
A5,4,A,0.579,Gardnerella sp. 8,C0056B5,1A2,1,2,Overnight 2
B5,4,A,0.581,Gardnerella sp. 8,C0056B5,1A2,1,2,Overnight 2
C5,4,A,0.575,Gardnerella sp. 8,C0056B5,1A2,1,2,Overnight 2
D5,4,A,0.569,Gardnerella sp. 8,C0056B5,1A2,1,2,Overnight 2
E5,4,B,0.574,Gardnerella sp. 8,C0056B5,1A2,1,2,Overnight 2
F5,4,B,0.585,Gardnerella sp. 8,C0056B5,1A2,1,2,Overnight 2
G5,4,B,0.578,Gardnerella sp. 8,C0056B5,1A2,1,2,Overnight 2
H5,4,B,0.578,Gardnerella sp. 8,C0056B5,1A2,1,2,Overnight 2
A6,5,A,0.05,Gardnerella swidsinskii,Gv5-1,1A2,1,2,Overnight 2
B6,5,A,0.05,Gardnerella swidsinskii,Gv5-1,1A2,1,2,Overnight 2
C6,5,A,0.05,Gardnerella swidsinskii,Gv5-1,1A2,1,2,Overnight 2
D6,5,A,0.05,Gardnerella swidsinskii,Gv5-1,1A2,1,2,Overnight 2
E6,5,B,0.869,Gardnerella swidsinskii,Gv5-1,1A2,1,2,Overnight 2
F6,5,B,0.868,Gardnerella swidsinskii,Gv5-1,1A2,1,2,Overnight 2
G6,5,B,0.874,Gardnerella swidsinskii,Gv5-1,1A2,1,2,Overnight 2
H6,5,B,0.887,Gardnerella swidsinskii,Gv5-1,1A2,1,2,Overnight 2
A7,6,A,0.678,Gardnerella vaginalis,315-A,1A2,1,2,Overnight 2
B7,6,A,0.672,Gardnerella vaginalis,315-A,1A2,1,2,Overnight 2
C7,6,A,0.662,Gardnerella vaginalis,315-A,1A2,1,2,Overnight 2
D7,6,A,0.656,Gardnerella vaginalis,315-A,1A2,1,2,Overnight 2
E7,6,B,0.677,Gardnerella vaginalis,315-A,1A2,1,2,Overnight 2
F7,6,B,0.671,Gardnerella vaginalis,315-A,1A2,1,2,Overnight 2
G7,6,B,0.679,Gardnerella vaginalis,315-A,1A2,1,2,Overnight 2
H7,6,B,0.672,Gardnerella vaginalis,315-A,1A2,1,2,Overnight 2
A8,7,A,0.668,Gardnerella piotii,JCP8066,1A2,1,2,Overnight 2
B8,7,A,0.649,Gardnerella piotii,JCP8066,1A2,1,2,Overnight 2
C8,7,A,0.66,Gardnerella piotii,JCP8066,1A2,1,2,Overnight 2
D8,7,A,0.665,Gardnerella piotii,JCP8066,1A2,1,2,Overnight 2
E8,7,B,0.683,Gardnerella piotii,JCP8066,1A2,1,2,Overnight 2
F8,7,B,0.664,Gardnerella piotii,JCP8066,1A2,1,2,Overnight 2
G8,7,B,0.662,Gardnerella piotii,JCP8066,1A2,1,2,Overnight 2
H8,7,B,0.661,Gardnerella piotii,JCP8066,1A2,1,2,Overnight 2
A9,8,A,0.707,Gardnerella sp. 8,Gv101,1A2,1,2,Overnight 2
B9,8,A,0.705,Gardnerella sp. 8,Gv101,1A2,1,2,Overnight 2
C9,8,A,0.7,Gardnerella sp. 8,Gv101,1A2,1,2,Overnight 2
D9,8,A,0.698,Gardnerella sp. 8,Gv101,1A2,1,2,Overnight 2
E9,8,B,0.698,Gardnerella sp. 8,Gv101,1A2,1,2,Overnight 2
F9,8,B,0.704,Gardnerella sp. 8,Gv101,1A2,1,2,Overnight 2
G9,8,B,0.699,Gardnerella sp. 8,Gv101,1A2,1,2,Overnight 2
H9,8,B,0.714,Gardnerella sp. 8,Gv101,1A2,1,2,Overnight 2
A12,Blank,NA,0.049,NA,NA,NA,NA,NA,Overnight 2
B12,Blank,NA,0.05,NA,NA,NA,NA,NA,Overnight 2
C12,Blank,NA,0.05,NA,NA,NA,NA,NA,Overnight 2
D12,Blank,NA,0.049,NA,NA,NA,NA,NA,Overnight 2
A7,1,A,0.719,Gardnerella sp. 2,C0084H9,3A1,3,1,Overnight 2
B7,1,A,0.743,Gardnerella sp. 2,C0084H9,3A1,3,1,Overnight 2
C7,1,A,0.745,Gardnerella sp. 2,C0084H9,3A1,3,1,Overnight 2
D7,1,A,0.704,Gardnerella sp. 2,C0084H9,3A1,3,1,Overnight 2
E7,1,B,0.932,Gardnerella sp. 2,C0084H9,3A1,3,1,Overnight 2
F7,1,B,0.913,Gardnerella sp. 2,C0084H9,3A1,3,1,Overnight 2
G7,1,B,0.919,Gardnerella sp. 2,C0084H9,3A1,3,1,Overnight 2
H7,1,B,0.924,Gardnerella sp. 2,C0084H9,3A1,3,1,Overnight 2
A8,2,A,0.642,Gardnerella sp. 11,C0101A1,3A1,3,1,Overnight 2
B8,2,A,0.624,Gardnerella sp. 11,C0101A1,3A1,3,1,Overnight 2
C8,2,A,0.618,Gardnerella sp. 11,C0101A1,3A1,3,1,Overnight 2
D8,2,A,0.647,Gardnerella sp. 11,C0101A1,3A1,3,1,Overnight 2
E8,2,B,0.643,Gardnerella sp. 11,C0101A1,3A1,3,1,Overnight 2
F8,2,B,0.628,Gardnerella sp. 11,C0101A1,3A1,3,1,Overnight 2
G8,2,B,0.628,Gardnerella sp. 11,C0101A1,3A1,3,1,Overnight 2
H8,2,B,0.628,Gardnerella sp. 11,C0101A1,3A1,3,1,Overnight 2
A9,3,A,0.655,Gardnerella piotii,UM35,3A1,3,1,Overnight 2
B9,3,A,0.647,Gardnerella piotii,UM35,3A1,3,1,Overnight 2
C9,3,A,0.651,Gardnerella piotii,UM35,3A1,3,1,Overnight 2
D9,3,A,0.652,Gardnerella piotii,UM35,3A1,3,1,Overnight 2
E9,3,B,0.65,Gardnerella piotii,UM35,3A1,3,1,Overnight 2
F9,3,B,0.655,Gardnerella piotii,UM35,3A1,3,1,Overnight 2
G9,3,B,0.653,Gardnerella piotii,UM35,3A1,3,1,Overnight 2
H9,3,B,0.656,Gardnerella piotii,UM35,3A1,3,1,Overnight 2
A10,4,A,0.595,Gardnerella piotii,C0093B3,3A1,3,1,Overnight 2
B10,4,A,0.593,Gardnerella piotii,C0093B3,3A1,3,1,Overnight 2
C10,4,A,0.592,Gardnerella piotii,C0093B3,3A1,3,1,Overnight 2
D10,4,A,0.592,Gardnerella piotii,C0093B3,3A1,3,1,Overnight 2
E10,4,B,0.588,Gardnerella piotii,C0093B3,3A1,3,1,Overnight 2
F10,4,B,0.592,Gardnerella piotii,C0093B3,3A1,3,1,Overnight 2
G10,4,B,0.599,Gardnerella piotii,C0093B3,3A1,3,1,Overnight 2
H10,4,B,0.613,Gardnerella piotii,C0093B3,3A1,3,1,Overnight 2
E12,Blank,NA,0.053,NA,NA,NA,NA,NA,Overnight 2
F12,Blank,NA,0.054,NA,NA,NA,NA,NA,Overnight 2
G12,Blank,NA,0.054,NA,NA,NA,NA,NA,Overnight 2
H12,Blank,NA,0.055,NA,NA,NA,NA,NA,Overnight 2
A2,1,A,0.743,Gardnerella sp. 2,C0084H9,3A2,3,2,Overnight 2
B2,1,A,0.745,Gardnerella sp. 2,C0084H9,3A2,3,2,Overnight 2
C2,1,A,0.746,Gardnerella sp. 2,C0084H9,3A2,3,2,Overnight 2
D2,1,A,0.753,Gardnerella sp. 2,C0084H9,3A2,3,2,Overnight 2
E2,1,B,0.718,Gardnerella sp. 2,C0084H9,3A2,3,2,Overnight 2
F2,1,B,0.709,Gardnerella sp. 2,C0084H9,3A2,3,2,Overnight 2
G2,1,B,0.712,Gardnerella sp. 2,C0084H9,3A2,3,2,Overnight 2
H2,1,B,0.713,Gardnerella sp. 2,C0084H9,3A2,3,2,Overnight 2
A3,2,A,0.605,Gardnerella sp. 11,C0101A1,3A2,3,2,Overnight 2
B3,2,A,0.641,Gardnerella sp. 11,C0101A1,3A2,3,2,Overnight 2
C3,2,A,0.626,Gardnerella sp. 11,C0101A1,3A2,3,2,Overnight 2
D3,2,A,0.622,Gardnerella sp. 11,C0101A1,3A2,3,2,Overnight 2
E3,2,B,0.611,Gardnerella sp. 11,C0101A1,3A2,3,2,Overnight 2
F3,2,B,0.624,Gardnerella sp. 11,C0101A1,3A2,3,2,Overnight 2
